RUA,NUM,IDD,SEXO
RUA C,98,73,F
RUA O,740,88,M
RUA L,578,61,F
RUA K,848,63,M
RUA O,329,78,F
RUA X,574,59,F
RUA O,142,80,M
RUA G,736,11,M
RUA Q,705,18,M
RUA A,607,41,F
RUA L,121,72,M
RUA X,755,23,M
RUA N,119,9,F
RUA O,340,83,M
RUA N,820,74,M
RUA A,853,51,F
RUA O,935,34,M
RUA K,532,49,F
RUA M,878,32,M
RUA V,968,19,F
RUA E,621,82,M
RUA V,97,70,M
RUA R,210,16,M
RUA W,423,57,M
RUA R,112,73,M
RUA A,745,55,M
RUA A,319,33,F
RUA R,588,57,F
RUA W,249,14,F
RUA C,670,43,F
RUA N,912,12,M
RUA S,737,64,F
RUA V,832,23,M
RUA L,665,88,M
RUA L,732,55,M
RUA N,90,42,F
RUA H,913,18,M
RUA C,933,89,M
RUA Q,218,46,F
RUA I,421,64,M
RUA J,230,6,F
RUA F,361,92,F
RUA A,470,10,M
RUA W,377,57,F
RUA K,21,69,M
RUA B,65,79,F
RUA L,177,22,F
RUA U,65,90,F
RUA L,791,91,F
RUA B,509,95,M
RUA G,909,55,M
RUA B,565,68,M
RUA H,218,82,M
RUA F,183,7,F
RUA D,156,71,M
RUA M,345,26,M
RUA S,571,87,F
RUA R,107,98,M
RUA I,774,57,M
RUA S,754,96,M
RUA X,664,24,F
RUA V,352,43,F
RUA K,124,53,M
RUA D,182,56,F
RUA N,953,30,F
RUA L,916,98,F
RUA T,405,17,M
RUA C,693,65,M
RUA S,35,61,M
RUA D,656,11,M
RUA G,201,85,F
RUA M,641,84,M
RUA U,33,46,M
RUA W,881,15,M
RUA X,258,16,M
RUA P,859,21,F
RUA B,802,63,F
RUA X,398,56,M
RUA V,168,78,F
RUA X,968,36,F
RUA X,260,27,M
RUA Q,525,10,F
RUA C,860,92,M
RUA O,841,32,M
RUA O,248,81,M
RUA H,176,51,M
RUA M,314,51,M
RUA F,226,10,F
RUA N,649,8,M
RUA U,292,43,F
RUA F,533,59,M
RUA T,708,54,F
RUA W,959,68,M
RUA M,46,19,F
RUA R,909,25,F
RUA F,220,52,M
RUA H,104,55,F
RUA V,732,14,F
RUA P,708,86,F
RUA X,173,40,M
RUA O,898,66,M
RUA R,38,0,M
RUA J,185,83,M
RUA F,924,39,M
RUA Q,898,70,M
RUA I,102,6,M
RUA K,694,64,F
RUA D,473,78,M
RUA C,769,43,F
RUA N,32,96,F
RUA R,74,61,M
RUA N,272,40,M
RUA X,792,42,F
RUA S,981,95,M
RUA F,990,83,F
RUA G,831,31,F
RUA X,408,51,F
RUA X,400,87,F
RUA J,264,17,M
RUA D,966,44,M
RUA R,567,20,M
RUA P,30,46,F
RUA A,900,18,F
RUA I,617,64,F
RUA X,812,72,F
RUA H,126,68,F
RUA N,680,40,F
RUA K,919,59,M
RUA J,923,35,M
RUA N,489,60,M
RUA V,402,36,M
RUA B,560,20,F
RUA K,972,4,M
RUA C,955,11,F
RUA W,532,86,F
RUA I,540,19,M
RUA W,854,10,F
RUA H,327,38,F
RUA S,159,100,M
RUA O,689,96,M
RUA S,885,20,M
RUA H,147,24,F
RUA V,294,53,M
RUA G,67,4,M
RUA G,524,64,F
RUA J,356,9,F
RUA H,831,4,F
RUA T,873,36,M
RUA E,479,53,M
RUA B,319,33,M
RUA V,28,26,F
RUA I,453,44,F
RUA G,362,100,M
RUA F,986,58,M
RUA K,520,29,M
RUA R,409,29,M
RUA R,44,54,F
RUA G,948,5,M
RUA N,103,83,M
RUA T,511,33,F
RUA O,87,10,M
RUA Q,869,61,M
RUA V,98,33,M
RUA Q,793,5,F
RUA W,220,1,M
RUA I,519,22,F
RUA Q,431,92,M
RUA M,501,78,M
RUA C,452,0,M
RUA H,659,70,M
RUA F,956,11,M
RUA X,141,67,M
RUA R,308,90,F
RUA I,168,20,F
RUA N,417,79,M
RUA D,995,98,F
RUA R,463,30,F
RUA A,570,2,M
RUA N,503,12,F
RUA A,355,31,M
RUA U,866,12,M
RUA A,219,34,M
RUA M,221,69,F
RUA J,181,56,F
RUA P,784,54,M
RUA S,187,87,M
RUA A,198,2,M
RUA H,378,36,F
RUA V,391,7,M
RUA Q,328,26,F
RUA T,417,80,F
RUA V,965,48,F
RUA D,721,47,F
RUA I,605,2,M
RUA E,895,41,F
RUA G,959,52,F
RUA E,144,97,M
RUA V,654,58,M
RUA K,165,31,M
RUA P,287,86,F
RUA J,12,97,M
RUA D,436,71,F
RUA W,475,32,F
RUA H,446,85,M
RUA E,428,11,M
RUA K,918,17,F
RUA J,182,32,F
RUA I,661,88,F
RUA V,89,88,F
RUA D,38,61,M
RUA G,643,64,F
RUA J,893,4,F
RUA S,713,71,F
RUA N,396,62,M
RUA O,295,99,M
RUA D,635,63,M
RUA B,892,94,F
RUA B,556,89,M
RUA M,876,32,M
RUA S,217,15,M
RUA S,236,84,M
RUA I,828,38,M
RUA U,35,9,M
RUA I,822,51,M
RUA G,98,12,M
RUA J,421,77,F
RUA D,757,5,M
RUA T,567,0,F
RUA B,319,43,F
RUA Q,652,34,F
RUA J,771,96,M
RUA I,657,45,F
RUA N,198,2,M
RUA P,299,10,F
RUA R,626,30,F
RUA F,2,93,M
RUA D,127,39,M
RUA M,806,90,F
RUA A,217,83,M
RUA M,704,83,F
RUA T,864,16,F
RUA D,929,55,M
RUA S,844,1,F
RUA O,360,33,M
RUA P,986,25,F
RUA N,173,4,M
RUA P,345,95,F
RUA W,769,53,M
RUA E,619,81,M
RUA F,767,4,F
RUA W,842,98,M
RUA O,523,26,F
RUA U,427,6,M
RUA J,216,45,F
RUA H,480,43,F
RUA O,945,65,M
RUA N,36,91,F
RUA V,948,59,F
RUA P,87,91,F
RUA W,990,6,M
RUA A,357,97,M
RUA H,859,33,M
RUA L,438,62,F
RUA P,78,0,F
RUA J,864,21,F
RUA G,787,96,M
RUA H,97,67,M
RUA W,313,81,M
RUA D,290,27,M
RUA W,583,45,F
RUA O,449,45,F
RUA D,819,78,M
RUA A,525,9,M
RUA R,941,5,M
RUA D,536,43,F
RUA O,355,53,F
RUA V,67,79,F
RUA R,923,41,F
RUA P,489,22,M
RUA F,677,84,F
RUA U,268,30,M
RUA G,765,27,M
RUA M,723,92,F
RUA E,103,75,F
RUA D,228,45,F
RUA B,781,31,M
RUA K,392,72,F
RUA V,20,38,M
RUA K,135,29,F
RUA J,507,19,F
RUA G,75,77,M
RUA F,99,49,M
RUA Q,214,58,F
RUA S,672,64,M
RUA A,417,38,M
RUA P,212,20,F
RUA B,583,39,M
RUA B,650,67,F
RUA B,785,2,F
RUA Q,791,4,F
RUA B,884,1,F
RUA P,261,18,M
RUA E,844,12,F
RUA H,245,14,F
RUA C,919,86,F
RUA H,95,61,F
RUA S,362,42,M
RUA W,412,83,F
RUA N,93,54,M
RUA W,914,96,F
RUA D,99,72,F
RUA B,206,30,F
RUA D,387,35,M
RUA U,2,58,F
RUA P,471,74,M
RUA F,859,15,M
RUA H,846,36,F
RUA X,994,28,M
RUA U,505,27,F
RUA K,286,28,F
RUA I,550,77,M
RUA T,283,18,F
RUA U,424,0,F
RUA A,365,61,F
RUA T,886,32,M
RUA B,764,38,F
RUA H,615,33,F
RUA Q,935,76,F
RUA T,20,76,F
RUA S,297,9,M
RUA E,230,99,F
RUA K,932,46,M
RUA J,167,71,F
RUA Q,969,29,F
RUA I,633,86,M
RUA U,905,28,M
RUA O,967,94,M
RUA M,27,51,F
RUA B,609,13,F
RUA A,455,34,F
RUA T,997,66,M
RUA S,564,11,F
RUA I,991,5,M
RUA V,111,72,F
RUA D,770,0,M
RUA J,965,14,F
RUA H,843,47,F
RUA C,975,53,M
RUA S,234,73,F
RUA L,5,54,M
RUA S,553,52,F
RUA U,13,82,F
RUA H,377,5,F
RUA B,957,35,M
RUA S,866,71,F
RUA S,439,3,F
RUA J,46,73,M
RUA A,835,94,M
RUA R,484,30,M
RUA U,139,70,M
RUA W,787,24,F
RUA H,801,16,F
RUA B,894,24,M
RUA M,65,35,F
RUA O,39,27,M
RUA X,540,46,M
RUA F,670,80,M
RUA V,50,83,F
RUA M,104,73,M
RUA B,746,80,M
RUA P,857,36,M
RUA R,609,72,M
RUA D,341,58,M
RUA W,873,86,M
RUA V,141,3,F
RUA S,537,24,M
RUA G,224,90,F
RUA F,503,14,F
RUA H,648,68,M
RUA J,749,79,F
RUA D,416,25,M
RUA L,265,18,F
RUA C,575,68,F
RUA I,680,59,M
RUA B,60,45,M
RUA K,699,58,F
RUA O,40,19,M
RUA M,635,99,M
RUA E,563,17,M
RUA L,182,73,F
RUA B,617,41,M
RUA M,725,67,F
RUA T,682,68,F
RUA U,334,61,F
RUA U,435,90,F
RUA O,434,42,F
RUA O,584,21,M
RUA S,614,93,M
RUA J,945,16,M
RUA A,676,5,F
RUA K,962,31,M
RUA D,514,96,F
RUA G,520,44,M
RUA L,411,49,F
RUA S,275,27,M
RUA S,947,59,M
RUA Q,926,98,M
RUA R,58,4,M
RUA K,997,97,M
RUA D,397,53,F
RUA T,462,39,F
RUA O,162,71,F
RUA F,838,39,M
RUA C,583,26,M
RUA K,596,13,M
RUA Q,956,20,F
RUA J,490,48,M
RUA V,969,8,M
RUA M,674,53,M
RUA J,366,20,F
RUA M,925,10,M
RUA Q,715,76,M
RUA F,623,37,F
RUA C,615,66,M
RUA O,858,33,M
RUA Q,645,95,M
RUA V,996,80,F
RUA I,663,2,M
RUA E,765,96,M
RUA J,235,50,M
RUA J,130,3,M
RUA R,43,22,F
RUA R,222,55,F
RUA H,340,4,M
RUA X,326,83,F
RUA A,881,52,F
RUA S,455,81,F
RUA M,359,73,M
RUA U,26,8,F
RUA I,833,42,M
RUA X,537,63,M
RUA U,757,91,F
RUA S,51,53,M
RUA N,715,9,F
RUA M,882,29,M
RUA G,317,1,M
RUA J,64,46,M
RUA R,994,85,M
RUA O,815,80,F
RUA X,454,74,M
RUA L,328,77,M
RUA F,639,10,F
RUA K,22,46,F
RUA O,700,88,F
RUA C,918,77,F
RUA N,660,94,M
RUA Q,319,61,F
RUA W,564,79,M
RUA A,793,96,F
RUA B,171,49,M
RUA B,697,53,F
RUA J,891,96,M
RUA C,552,56,M
RUA M,577,6,M
RUA T,242,36,F
RUA F,901,30,F
RUA U,127,40,F
RUA G,111,12,F
RUA W,511,56,F
RUA F,225,68,M
RUA T,732,5,M
RUA P,111,75,M
RUA D,358,41,F
RUA J,987,100,M
RUA J,305,78,F
RUA I,219,5,F
RUA C,778,41,M
RUA W,848,31,M
RUA O,694,54,F
RUA X,958,98,F
RUA X,896,19,M
RUA V,467,89,F
RUA G,534,35,F
RUA C,904,53,F
RUA U,875,60,M
RUA N,584,86,M
RUA M,744,67,F
RUA C,64,21,F
RUA G,563,17,F
RUA T,575,55,F
RUA X,96,43,F
RUA K,143,13,F
RUA U,232,72,M
RUA C,546,68,M
RUA O,549,62,F
RUA X,591,44,M
RUA V,215,83,M
RUA E,368,20,F
RUA Q,109,84,F
RUA O,207,80,F
RUA I,998,14,M
RUA V,448,67,F
RUA C,599,19,F
RUA O,89,62,M
RUA A,379,53,M
RUA M,576,41,F
RUA B,264,89,F
RUA Q,434,16,F
RUA X,860,98,F
RUA J,252,9,F
RUA R,614,65,F
RUA F,514,5,F
RUA L,291,72,F
RUA R,506,51,F
RUA W,221,44,F
RUA X,78,12,F
RUA F,551,83,F
RUA D,417,11,M
RUA L,343,32,F
RUA W,423,62,F
RUA P,175,90,M
RUA T,343,51,F
RUA J,40,98,M
RUA G,385,52,M
RUA I,156,92,M
RUA I,849,88,M
RUA R,586,93,F
RUA C,420,11,F
RUA D,740,59,F
RUA B,531,58,F
RUA O,223,92,F
RUA C,279,84,M
RUA K,772,5,F
RUA R,858,16,M
RUA E,532,96,M
RUA C,423,87,M
RUA X,164,36,M
RUA C,482,8,F
RUA T,358,23,F
RUA I,99,69,M
RUA T,779,79,F
RUA N,701,52,F
RUA S,679,88,F
RUA T,944,83,F
RUA T,811,13,M
RUA K,99,51,M
RUA H,5,67,M
RUA I,914,52,M
RUA F,110,23,M
RUA I,417,22,M
RUA U,355,71,F
RUA Q,111,71,M
RUA J,352,4,M
RUA S,206,90,F
RUA S,524,8,M
RUA D,414,78,F
RUA H,508,36,F
RUA W,748,56,F
RUA G,812,31,F
RUA S,319,83,M
RUA O,506,18,F
RUA S,176,69,F
RUA J,951,73,M
RUA M,830,22,F
RUA V,534,30,F
RUA H,674,23,F
RUA E,333,90,M
RUA B,414,39,F
RUA C,654,89,F
RUA F,677,89,F
RUA E,647,94,M
RUA O,7,90,M
RUA M,521,42,M
RUA P,301,85,M
RUA J,342,41,F
RUA J,496,55,F
RUA H,341,23,F
RUA N,409,73,M
RUA G,979,12,F
RUA D,70,98,F
RUA N,668,88,F
RUA T,312,69,F
RUA E,650,41,F
RUA P,196,2,F
RUA U,350,13,F
RUA K,66,89,F
RUA A,231,99,F
RUA E,153,57,M
RUA A,487,93,M
RUA U,921,59,F
RUA U,419,20,F
RUA U,232,64,M
RUA N,412,44,F
RUA E,322,32,M
RUA F,597,54,F
RUA V,433,18,F
RUA P,534,63,M
RUA D,854,93,M
RUA B,732,10,M
RUA A,48,93,M
RUA W,970,24,F
RUA P,695,80,M
RUA P,752,12,F
RUA Q,885,74,M
RUA T,237,68,F
RUA L,462,26,M
RUA A,111,20,F
RUA C,141,74,F
RUA X,171,21,M
RUA I,941,42,M
RUA I,601,30,M
RUA D,736,52,F
RUA A,25,49,M
RUA E,105,80,M
RUA A,446,7,F
RUA H,208,52,M
RUA S,123,99,F
RUA E,801,49,F
RUA P,60,87,F
RUA O,92,43,M
RUA N,867,31,M
RUA V,475,3,F
RUA B,967,27,M
RUA Q,734,68,F
RUA W,145,59,M
RUA M,400,62,M
RUA N,815,53,M
RUA U,659,27,M
RUA B,14,7,M
RUA P,998,48,F
RUA R,705,50,F
RUA L,124,91,M
RUA V,276,98,F
RUA N,39,48,F
RUA I,193,11,F
RUA X,972,78,F
RUA U,817,72,F
RUA H,757,79,M
RUA I,679,59,F
RUA X,928,84,F
RUA M,253,39,F
RUA V,518,16,F
RUA S,25,81,F
RUA H,684,9,F
RUA B,353,52,M
RUA D,956,90,M
RUA S,728,65,F
RUA I,266,99,F
RUA I,99,3,F
RUA E,505,44,M
RUA U,44,15,F
RUA O,938,0,M
RUA N,135,98,M
RUA R,150,55,M
RUA D,493,50,M
RUA R,462,79,F
RUA C,901,2,M
RUA T,381,96,F
RUA J,326,23,F
RUA R,371,12,M
RUA V,185,9,F
RUA J,411,38,F
RUA B,878,43,F
RUA C,639,51,M
RUA S,208,43,F
RUA H,188,10,M
RUA Q,253,97,F
RUA B,289,37,M
RUA M,969,92,F
RUA P,441,54,F
RUA O,961,20,M
RUA A,819,76,M
RUA V,936,69,M
RUA R,321,7,F
RUA S,894,30,F
RUA V,691,27,M
RUA B,338,92,F
RUA B,373,1,M
RUA A,456,36,M
RUA S,459,37,F
RUA V,372,49,M
RUA G,259,95,F
RUA K,864,33,F
RUA X,18,38,M
RUA R,765,12,F
RUA F,817,84,F
RUA I,322,96,M
RUA V,585,3,M
RUA D,405,63,M
RUA P,940,33,M
RUA R,354,4,M
RUA L,79,18,F
RUA E,494,33,F
RUA E,417,52,F
RUA S,521,96,F
RUA S,979,9,M
RUA W,380,34,F
RUA V,126,23,F
RUA H,92,60,F
RUA P,386,61,F
RUA G,982,35,M
RUA U,16,67,F
RUA Q,213,98,M
RUA E,144,84,F
RUA R,86,9,M
RUA W,503,55,F
RUA Q,434,69,M
RUA E,79,97,M
RUA O,271,3,M
RUA G,120,35,F
RUA L,777,22,F
RUA D,111,39,M
RUA W,460,69,F
RUA O,285,1,M
RUA I,92,52,M
RUA I,851,2,F
RUA E,364,37,M
RUA U,813,57,M
RUA D,651,86,M
RUA H,244,63,F
RUA I,409,44,M
RUA Q,636,57,M
RUA L,926,73,M
RUA E,109,21,M
RUA I,432,1,M
RUA K,284,36,M
RUA L,769,55,F
RUA O,823,11,F
RUA E,463,86,F
RUA P,342,36,M
RUA T,837,93,F
RUA E,79,39,F
RUA L,419,7,M
RUA G,76,61,M
RUA B,60,94,F
RUA O,236,61,F
RUA R,992,44,M
RUA R,500,73,M
RUA A,680,60,M
RUA A,178,1,M
RUA I,653,3,M
RUA G,712,59,F
RUA M,553,35,M
RUA W,271,65,M
RUA L,961,99,F
RUA S,924,94,F
RUA U,650,22,F
RUA S,447,33,F
RUA O,811,53,M
RUA R,301,73,M
RUA I,425,27,M
RUA W,823,33,F
RUA W,642,52,F
RUA T,982,89,M
RUA G,815,55,F
RUA N,9,45,F
RUA A,831,86,F
RUA T,942,37,M
RUA S,558,83,M
RUA O,389,73,M
RUA S,766,21,M
RUA V,634,59,F
RUA R,688,31,F
RUA T,538,37,F
RUA I,120,86,F
RUA O,35,46,F
RUA G,928,40,F
RUA F,918,94,M
RUA A,695,29,F
RUA C,97,91,M
RUA D,607,62,M
RUA F,830,92,F
RUA O,92,91,F
RUA M,644,13,M
RUA W,584,53,F
RUA P,265,15,M
RUA S,274,28,M
RUA X,16,45,M
RUA B,918,95,F
RUA N,822,52,F
RUA D,859,35,F
RUA I,837,25,M
RUA H,67,10,M
RUA C,802,81,M
RUA D,970,91,M
RUA I,439,31,M
RUA T,150,85,F
RUA M,339,87,F
RUA S,210,62,M
RUA C,544,4,F
RUA G,684,77,F
RUA T,597,43,M
RUA A,744,64,F
RUA K,301,19,M
RUA B,364,31,F
RUA S,140,2,F
RUA H,595,21,F
RUA S,541,90,M
RUA A,261,90,M
RUA S,519,44,M
RUA U,76,38,F
RUA Q,95,16,F
RUA B,725,69,M
RUA L,682,82,F
RUA L,471,58,M
RUA K,953,28,F
RUA I,676,74,M
RUA F,495,92,M
RUA G,168,98,F
RUA A,59,77,M
RUA B,866,64,F
RUA G,905,95,F
RUA N,582,83,F
RUA I,265,35,M
RUA M,45,92,F
RUA F,239,47,F
RUA X,168,24,F
RUA U,842,82,M
RUA A,182,94,M
RUA U,30,82,M
RUA H,727,37,M
RUA Q,59,58,F
RUA E,709,47,F
RUA O,616,33,M
RUA J,916,41,F
RUA D,865,4,M
RUA F,937,28,M
RUA Q,732,14,M
RUA H,218,9,M
RUA M,442,63,F
RUA N,532,39,M
RUA O,866,56,M
RUA J,898,66,M
RUA B,112,73,M
RUA A,391,41,M
RUA X,204,70,M
RUA J,328,21,F
RUA C,71,50,F
RUA S,205,93,F
RUA C,421,5,F
RUA W,129,77,M
RUA S,875,45,F
RUA D,489,41,M
RUA D,889,19,M
RUA E,165,85,F
RUA M,51,89,M
RUA H,346,82,F
RUA I,289,81,M
RUA E,685,93,M
RUA P,823,13,F
RUA T,211,53,F
RUA K,774,88,M
RUA N,429,72,F
RUA X,524,86,M
RUA Q,888,70,M
RUA D,120,60,M
RUA W,413,31,F
RUA I,566,45,F
RUA Q,319,57,M
RUA P,328,2,F
RUA O,336,15,F
RUA G,853,85,F
RUA W,259,95,M
RUA I,16,80,F
RUA A,336,3,M
RUA H,561,98,F
RUA G,625,70,F
RUA D,189,5,M
RUA C,721,99,F
RUA J,447,82,M
RUA T,398,97,M
RUA P,641,79,M
RUA R,905,54,F
RUA S,2,47,F
RUA B,580,55,M
RUA R,977,93,F
RUA H,847,45,F
RUA N,998,48,F
RUA O,264,55,M
RUA M,172,87,M
RUA F,346,66,M
RUA X,221,61,F
RUA F,51,46,M
RUA L,980,8,F
RUA J,953,22,F
RUA F,803,56,F
RUA E,740,28,M
RUA P,281,31,M
RUA D,575,73,M
RUA V,574,24,M
RUA S,946,45,M
RUA K,853,86,F
RUA P,90,61,F
RUA J,855,1,F
RUA B,182,49,F
RUA V,893,9,M
RUA W,910,49,M
RUA B,158,82,M
RUA X,302,82,M
RUA A,432,38,M
RUA O,398,47,F
RUA T,572,96,M
RUA F,385,71,M
RUA I,225,18,M
RUA U,130,79,M
RUA D,203,14,M
RUA W,705,88,M
RUA P,792,13,M
RUA K,668,23,F
RUA S,807,51,F
RUA M,474,99,M
RUA J,611,20,M
RUA M,10,0,M
RUA V,41,83,F
RUA X,654,51,F
RUA K,91,49,F
RUA F,871,71,M
RUA G,273,79,M
RUA X,136,38,F
RUA T,783,63,M
RUA E,231,98,M
RUA A,266,22,M
RUA J,394,19,F
RUA P,798,41,M
RUA X,136,19,M
RUA L,527,75,F
RUA M,280,30,M
RUA N,203,100,M
RUA N,741,46,F
RUA K,923,46,M
RUA D,438,55,M
RUA U,950,70,F
RUA U,823,42,M
RUA S,115,14,M
RUA U,305,64,M
RUA R,357,64,M
RUA X,763,4,M
RUA L,369,87,M
RUA P,691,10,M
RUA U,368,94,M
RUA B,858,65,M
RUA S,930,59,F
RUA L,130,41,M
RUA A,597,98,M
RUA M,120,95,F
RUA D,703,79,M
RUA X,857,7,M
RUA V,188,74,M
RUA L,361,30,F
RUA O,708,85,M
RUA G,32,55,F
RUA P,420,80,F
RUA A,954,52,M
RUA V,834,55,M
RUA P,735,35,M
RUA X,176,24,M
RUA C,568,26,F
RUA M,890,66,M
RUA E,118,67,M
RUA W,777,59,M
RUA Q,600,57,F
RUA P,856,16,M
RUA Q,640,80,M
RUA I,878,52,F
RUA I,555,55,M
RUA Q,133,89,F
RUA H,575,99,M
RUA S,487,36,F
RUA S,815,14,M
RUA X,732,25,M
RUA L,362,94,F
RUA J,493,45,M
RUA W,301,49,F
RUA P,700,30,F
RUA N,485,3,M
RUA O,932,78,F
RUA I,27,24,F
RUA J,592,64,F
RUA H,183,20,F
RUA J,9,33,F
RUA H,907,68,F
RUA B,404,89,M
RUA E,632,8,F
RUA W,278,15,M
RUA Q,684,43,M
RUA I,293,56,F
RUA H,802,39,M
RUA B,281,34,M
RUA P,543,57,M
RUA L,682,22,M
RUA W,474,68,M
RUA K,576,64,M
RUA O,397,34,M
RUA D,601,88,F
RUA K,153,28,F
RUA P,859,53,F
RUA G,550,18,M
RUA K,172,54,M
RUA L,890,67,M
RUA P,55,22,M
RUA O,156,55,M
RUA P,360,21,M
RUA H,961,75,M
RUA X,466,79,F
RUA O,931,28,M
RUA W,146,40,F
RUA X,409,70,M
RUA R,233,66,M
RUA D,523,14,F
RUA Q,443,3,F
RUA C,779,63,F
RUA J,898,9,M
RUA O,907,2,F
RUA U,155,47,M
RUA A,159,21,F
RUA R,494,66,M
RUA F,89,60,F
RUA K,264,20,F
RUA M,490,56,F
RUA U,126,99,F
RUA Q,709,81,M
RUA N,571,74,M
RUA E,898,69,F
RUA S,224,15,M
RUA F,27,32,M
RUA U,256,82,F
RUA H,663,37,F
RUA N,57,75,F
RUA B,317,16,M
RUA P,251,19,M
RUA B,572,95,M
RUA F,398,13,M
RUA G,53,64,M
RUA H,336,85,M
RUA W,793,21,F
RUA J,273,80,M
RUA L,461,95,F
RUA T,140,34,F
RUA U,899,92,F
RUA N,842,38,F
RUA V,128,92,M
RUA X,838,69,M
RUA D,285,9,F
RUA F,693,97,F
RUA B,90,0,M
RUA E,636,90,F
RUA G,723,18,F
RUA M,546,26,F
RUA C,570,67,M
RUA E,56,73,M
RUA L,108,76,F
RUA W,807,98,F
RUA O,905,21,F
RUA C,291,56,F
RUA V,973,45,M
RUA C,721,99,F
RUA V,515,84,M
RUA F,742,27,M
RUA H,108,40,M
RUA S,16,3,F
RUA C,20,12,F
RUA T,435,41,M
RUA I,943,29,F
RUA M,542,7,F
RUA V,595,29,F
RUA X,535,82,M
RUA G,476,48,F
RUA S,738,83,M
RUA V,150,30,F
RUA K,12,0,F
RUA O,706,37,F
RUA N,386,95,F
RUA V,811,43,M
RUA B,515,18,F
RUA E,342,43,F
RUA R,24,37,F
RUA Q,532,93,F
RUA E,891,35,F
RUA L,631,4,M
RUA X,968,19,F
RUA I,307,17,M
RUA E,558,45,M
RUA O,558,39,F
RUA N,22,96,F
RUA A,229,21,M
RUA F,945,10,M
RUA M,604,11,F
RUA H,190,53,M
RUA D,135,70,F
RUA C,520,74,M
RUA X,121,91,M
RUA Q,802,92,F
RUA U,92,62,F
RUA T,745,3,F
RUA F,831,50,M
RUA F,557,43,M
RUA S,2,7,F
RUA H,795,19,F
RUA P,490,19,F
RUA L,776,96,F
RUA O,606,44,M
RUA F,166,73,M
RUA X,77,57,M
RUA E,589,33,F
RUA N,36,59,M
RUA A,622,48,F
RUA W,592,59,M
RUA X,982,55,F
RUA N,295,84,F
RUA W,776,100,M
RUA X,316,8,M
RUA S,487,40,M
RUA W,142,52,F
RUA V,588,75,M
RUA B,3,44,M
RUA E,215,3,M
RUA Q,912,92,F
RUA F,319,49,M
RUA G,16,94,F
RUA O,143,45,M
RUA P,918,97,F
RUA E,348,55,F
RUA U,577,5,F
RUA B,342,49,M
RUA F,695,19,F
RUA N,470,15,M
RUA P,854,84,M
RUA F,397,90,M
RUA O,559,52,M
RUA H,387,38,M
RUA K,24,44,M
RUA R,153,99,M
RUA J,133,32,F
RUA B,159,30,F
RUA M,459,81,M
RUA B,70,59,F
RUA L,743,35,F
RUA T,924,18,F
RUA O,493,51,F
RUA B,132,92,M
RUA V,469,8,F
RUA B,926,41,F
RUA I,957,90,F
RUA J,772,83,F
RUA I,17,12,M
RUA X,376,91,M
RUA A,322,56,M
RUA K,760,35,M
RUA P,638,11,F
RUA N,888,13,M
RUA L,850,8,F
RUA D,102,88,M
RUA T,219,85,M
RUA H,627,99,F
RUA E,970,75,M
RUA S,69,55,F
RUA J,178,82,M
RUA E,518,84,F
RUA A,228,89,F
RUA I,796,7,M
RUA H,280,56,F
RUA S,687,31,F
RUA S,504,65,F
RUA G,355,85,M
RUA O,248,10,M
RUA G,615,13,F
RUA S,400,89,M
RUA K,783,5,F
RUA C,473,36,M
RUA T,596,100,F
RUA U,828,97,F
RUA D,186,85,M
RUA A,555,35,F
RUA U,17,22,F
RUA C,830,10,M
RUA L,7,13,M
RUA A,808,63,F
RUA N,519,85,M
RUA I,643,55,M
RUA I,360,6,M
RUA J,505,32,F
RUA L,624,87,M
RUA Q,184,19,M
RUA H,501,52,M
RUA X,502,8,M
RUA V,35,26,F
RUA F,498,85,F
RUA U,707,40,M
RUA M,829,82,F
RUA H,600,46,F
RUA C,171,16,F
RUA G,858,25,M
RUA J,327,98,F
RUA E,300,48,M
RUA G,80,92,F
RUA J,444,58,M
RUA M,472,11,M
RUA X,342,1,M
RUA H,458,37,F
RUA N,205,85,M
RUA A,493,0,F
RUA W,278,20,M
RUA B,279,26,F
RUA Q,626,10,M
RUA O,640,11,F
RUA T,146,35,F
RUA M,692,57,M
RUA O,661,2,M
RUA W,671,66,F
RUA I,436,47,F
RUA N,810,76,M
RUA B,880,86,F
RUA C,450,18,F
RUA O,544,75,M
RUA I,285,20,M
RUA H,437,17,F
RUA C,922,22,M
RUA P,904,37,M
RUA C,222,57,M
RUA X,906,75,F
RUA G,509,26,F
RUA H,595,65,M
RUA P,770,74,F
RUA Q,957,72,M
RUA P,613,38,F
RUA J,953,49,F
RUA Q,853,41,M
RUA B,563,15,M
RUA O,909,62,M
RUA F,612,72,M
RUA I,529,14,M
RUA J,243,42,F
RUA S,224,94,F
RUA F,143,9,M
RUA T,180,40,M
RUA P,85,100,F
RUA J,586,21,F
RUA K,85,41,M
RUA K,764,83,M
RUA F,504,13,F
RUA U,800,64,F
RUA M,660,99,M
RUA F,289,19,M
RUA I,133,76,M
RUA C,509,32,M
RUA L,42,31,M
RUA A,449,15,M
RUA H,218,83,F
RUA K,429,28,F
RUA G,359,82,F
RUA K,576,18,M
RUA L,270,85,F
RUA V,333,11,F
RUA E,532,83,F
RUA E,277,17,M
RUA S,518,8,F
RUA N,823,45,F
RUA E,545,24,F
RUA T,231,61,M
RUA D,802,85,F
RUA B,327,62,M
RUA J,505,68,M
RUA A,459,41,F
RUA L,863,1,F
RUA G,535,11,F
RUA D,921,95,F
RUA E,691,87,M
